Date;Regular80_RUB;Diesel_RUB;Regular92_RUB;Super95_RUB;Super98_RUB;Regular80_EUR;Diesel_EUR;Regular92_EUR;Super95_EUR;Super98_EUR
22/01/2024;;64.48;50.54;55.18;68.62;;0.669;0.524;0.573;0.712
29/01/2024;;64.43;50.55;55.2;68.62;;0.664;0.521;0.569;0.707
05/02/2024;;64.89;50.57;55.23;68.62;;0.658;0.513;0.56;0.696
12/02/2024;;64.85;50.58;55.23;68.62;;0.662;0.516;0.564;0.701
19/02/2024;;64.79;50.57;55.22;68.63;;0.652;0.509;0.556;0.691
26/02/2024;;64.81;50.57;55.22;68.63;;0.645;0.503;0.55;0.683
04/03/2024;;64.79;50.55;55.22;68.62;;0.656;0.512;0.559;0.695
11/03/2024;;64.74;50.54;55.21;68.65;;0.655;0.511;0.558;0.694
18/03/2024;;64.72;50.56;55.23;68.66;;0.647;0.506;0.552;0.687
25/03/2024;;64.78;50.59;55.3;68.67;;0.646;0.505;0.552;0.685
01/04/2024;;64.9;50.62;55.3;68.7;;0.652;0.509;0.556;0.69
08/04/2024;;65.0;50.67;55.41;68.91;;0.649;0.506;0.553;0.688
15/04/2024;;65.08;50.79;55.56;69.06;;0.653;0.509;0.557;0.692
22/04/2024;;65.13;50.82;55.62;69.15;;0.654;0.51;0.559;0.694
29/04/2024;;65.17;50.86;55.7;69.22;;0.665;0.519;0.568;0.706
06/05/2024;;65.2;50.87;55.7;69.37;;0.662;0.516;0.565;0.704
13/05/2024;;65.21;50.89;55.74;69.48;;0.659;0.514;0.563;0.702
20/05/2024;;65.28;50.94;55.79;69.69;;0.661;0.516;0.565;0.706
27/05/2024;;65.33;50.99;55.85;69.78;;0.673;0.525;0.575;0.719
03/06/2024;;65.43;51.13;55.98;69.96;;0.669;0.523;0.572;0.715
10/06/2024;;65.51;51.24;56.11;70.13;;0.678;0.53;0.58;0.725
17/06/2024;;65.56;51.33;56.19;70.23;;0.689;0.539;0.591;0.738
24/06/2024;;65.71;51.56;56.41;70.43;;0.697;0.547;0.598;0.747
01/07/2024;;65.84;51.85;56.69;70.74;;0.712;0.561;0.613;0.765
08/07/2024;;65.99;52.17;57.02;71.15;;0.69;0.546;0.597;0.744
15/07/2024;;66.15;52.44;57.32;71.62;;0.691;0.548;0.599;0.748
22/07/2024;;66.34;52.72;57.64;72.04;;0.691;0.549;0.6;0.75
29/07/2024;;66.53;52.9;57.9;72.53;;0.713;0.567;0.621;0.778
05/08/2024;;66.61;53.0;58.04;73.25;;0.718;0.571;0.625;0.789
12/08/2024;;66.71;53.07;58.17;74.09;;0.69;0.549;0.602;0.766
19/08/2024;;66.8;53.15;58.29;74.77;;0.683;0.543;0.596;0.764
26/08/2024;;66.84;53.2;58.39;75.4;;0.658;0.524;0.575;0.742
02/09/2024;;66.86;53.26;58.46;76.08;;0.664;0.529;0.58;0.755
09/09/2024;;66.86;53.37;58.65;77.04;;0.671;0.535;0.588;0.773
16/09/2024;;66.89;53.43;58.74;77.76;;0.664;0.53;0.583;0.771
23/09/2024;;66.94;53.47;58.79;78.36;;0.648;0.517;0.569;0.758
30/09/2024;;66.97;53.51;58.83;78.86;;0.647;0.517;0.569;0.762
07/10/2024;;67.03;53.57;58.86;79.29;;0.64;0.511;0.562;0.757
14/10/2024;;67.09;53.61;58.88;79.59;;0.638;0.51;0.56;0.757
21/10/2024;;67.21;53.67;58.95;79.98;;0.641;0.512;0.562;0.763
28/10/2024;;67.45;53.77;59.02;80.26;;0.644;0.513;0.563;0.766
04/11/2024;;67.79;53.87;59.11;80.48;;0.639;0.508;0.557;0.758
11/11/2024;;68.04;53.93;59.14;80.7;;0.645;0.511;0.561;0.765
18/11/2024;;68.41;54.1;59.31;80.95;;0.647;0.512;0.561;0.766
25/11/2024;;68.76;54.32;59.51;81.17;;0.64;0.506;0.554;0.756
02/12/2024;;69.04;54.55;59.71;81.45;;0.604;0.477;0.522;0.713
09/12/2024;;69.32;54.8;59.98;81.83;;0.652;0.516;0.564;0.77
16/12/2024;;69.61;54.99;60.19;82.15;;0.639;0.504;0.552;0.754
23/12/2024;;69.88;55.18;60.38;82.55;;0.656;0.518;0.567;0.775
30/12/2024;;69.88;55.18;60.38;82.55;;0.659;0.52;0.569;0.778
06/01/2025;;69.88;55.18;60.38;82.55;;0.659;0.52;0.569;0.778
13/01/2025;;70.15;55.49;60.63;83.09;;0.668;0.528;0.577;0.791
20/01/2025;;70.15;55.55;60.67;83.14;;0.669;0.53;0.579;0.793
27/01/2025;;70.2;55.57;60.68;83.2;;0.68;0.539;0.588;0.806
03/02/2025;;70.73;55.61;60.74;83.4;;0.693;0.545;0.595;0.817
10/02/2025;;70.2;55.57;60.68;83.2;;0.694;0.549;0.599;0.822
17/02/2025;;70.86;55.78;60.89;83.56;;0.747;0.588;0.642;0.881
24/02/2025;;70.9;55.82;60.94;83.67;;0.771;0.607;0.662;0.909
03/03/2025;;70.98;55.93;61.06;83.78;;0.775;0.611;0.667;0.915
10/03/2025;;70.99;56.02;61.18;83.8;;0.733;0.578;0.632;0.865
17/03/2025;;70.98;56.06;61.22;83.81;;0.758;0.599;0.654;0.895
24/03/2025;;70.98;56.12;61.3;83.82;;0.776;0.614;0.67;0.917
31/03/2025;;70.98;56.15;61.33;83.83;;0.792;0.626;0.684;0.935
07/04/2025;;71.04;56.29;61.46;83.94;;0.764;0.605;0.661;0.903
14/04/2025;;71.09;56.36;61.56;83.98;;0.739;0.586;0.64;0.873
21/04/2025;;71.12;56.41;61.62;84.01;;0.771;0.612;0.668;0.911
28/04/2025;;71.25;56.46;61.68;84.05;;0.755;0.598;0.654;0.891
05/05/2025;;71.3;56.49;61.72;84.03;;0.768;0.608;0.665;0.905
12/05/2025;;71.31;56.53;61.75;84.05;;0.774;0.613;0.67;0.912
19/05/2025;;71.34;56.57;61.81;84.07;;0.786;0.624;0.681;0.927
26/05/2025;;71.35;56.62;61.87;84.1;;0.788;0.625;0.683;0.929
02/06/2025;;71.39;56.69;61.93;84.17;;0.8;0.635;0.694;0.943
09/06/2025;;71.44;56.73;61.97;84.19;;0.79;0.628;0.686;0.931
16/06/2025;;71.43;56.78;62.04;84.28;;0.794;0.631;0.689;0.936
23/06/2025;;71.44;56.92;62.17;84.32;;0.793;0.631;0.69;0.935
30/06/2025;;71.49;57.04;62.28;84.42;;0.775;0.618;0.675;0.915
07/07/2025;;71.48;57.22;62.44;84.46;;0.769;0.615;0.671;0.908
14/07/2025;;71.48;57.46;62.69;84.49;;0.784;0.631;0.688;0.927
21/07/2025;;71.47;57.66;62.9;84.51;;0.785;0.633;0.691;0.928
28/07/2025;;71.5;57.83;63.06;84.54;;0.766;0.619;0.676;0.906
04/08/2025;;71.49;57.99;63.25;84.55;;0.78;0.632;0.69;0.922
11/08/2025;;71.5;58.23;63.52;84.58;;0.77;0.627;0.684;0.911
18/08/2025;;71.45;58.48;63.82;84.68;;0.762;0.624;0.681;0.904
25/08/2025;;71.52;58.83;64.22;84.78;;0.764;0.628;0.686;0.906
01/09/2025;;71.57;59.01;64.42;84.87;;0.761;0.627;0.685;0.902
08/09/2025;;71.73;59.35;64.78;85.04;;0.751;0.622;0.678;0.891
15/09/2025;;71.88;59.63;65.07;85.2;;0.724;0.6;0.655;0.858
22/09/2025;;72.2;60.05;65.44;85.33;;0.73;0.607;0.662;0.863
29/09/2025;;72.63;60.61;65.9;85.51;;0.744;0.62;0.675;0.875
06/10/2025;;72.94;61.19;66.41;86.06;;0.759;0.637;0.691;0.896
13/10/2025;;73.24;61.73;66.86;86.46;;0.779;0.656;0.711;0.919
20/10/2025;;73.56;62.13;67.21;86.85;;0.778;0.657;0.711;0.918
27/10/2025;;73.9;62.37;67.46;87.26;;0.785;0.663;0.717;0.927
03/11/2025;;74.56;62.25;67.34;87.9;;0.798;0.667;0.721;0.941
10/11/2025;;74.8;62.1;67.21;88.01;;0.797;0.662;0.716;0.938
17/11/2025;;75.21;61.88;67.07;88.27;;0.791;0.651;0.705;0.928
